SYMBOL A253_SALIVARY_GLAND
MIR3688-1 -0.3831
MIR550B1 0.5951
MIR3925 -0.3909
MIR676 0.4588
MIR3940 0.0441
MIR3935 -0.1008
MIR3676 0.3252
MIR3663 0.0934
MIR3690 0.0111
MIR548AA2 0.1526
MIR3666 0.5733
MIR3692 0.1179
MIR3691 -0.4041
MIR3928 0.1658
MIR3910-2 0.4347
MIR3913-1 0.1271
MIR3942 -0.1842
MIR3661 0.1066
MIR3689B 0.4607
MIR3150B -0.2702
MIR3613 0.0909
MIR3908 -0.2976
MIR3944 0.0934
MIR3714 -0.1088
MIR3610 0.5355
MIR3180-5 0.3364
MIR3680-1 -0.0896
MIR3651 0.4347
MIR548Y 0.2392
MIR3914-2 0.0303
LOC100500938 -0.1712
IQCJ-SCHIP1 0.6914
LOC100505474 -1.0198
LOC100505478 0.4607
PRKAG2-AS1 -0.4164
LOC100505495 0.0496
RPS17L -0.2501
ISM1-AS1 0.4424
RBM26-AS1 0.0745
LOC100505540 0.0934
LOC100505545 -0.3832
LOC100505549 -1.0198
LINC00578 0.6673
LINC00672 0.0926
LOC100505583 0.465
LRRC3C 0.0926
LOC100505619 -0.1034
LOC100505622 0.0496
LOC100505624 0.0753
LOC100505633 0.0848
FGD5-AS1 -0.1088
LOC100505648 -0.2471
LOC100505658 0.1066
LOC100505659 0.7463
LOC100505666 0.0848
LOC100505676 0.7463
STARD4-AS1 0.103
LOC100505679 -0.2501
NAPA-AS1 0.0658
LOC100505687 0.6673
LOC100505695 0.178
LOC100505696 -0.1088
LOC100505702 -0.3711
LOC100505715 0.0496
LOC100505716 0.0753
LOC100505718 -0.3111
LOC100505738 0.9142
ITGB2-AS1 -0.3747
KRTAP16-1 0.0818
LOC100505761 0.0934
LOC100505768 0.1255
LOC100505776 -1.0198
LOC100505782 0.0818
LOC100505783 0.3842
LOC100505795 -0.2624
LOC100505806 0.9142
LOC100505812 0.0658
LOC100505817 -1.0198
STK4-AS1 0.3842
LOC100505835 0.0441
LOC100505839 0.0934
LOC100505841 0.1066
RSBN1L-AS1 0.0303
LOC100505865 -0.0896
LOC100505875 -0.3711
LOC100505876 0.0987
MAGI2-AS3 0.0303
SLIT2-IT1 -0.3783
TMEM161B-AS1 0.103
LOC100505912 -0.3783
LOC100505918 -0.2624
C21orf37 0.0805
LOC100505933 0.0934
LOC100505964 0.0711
LINC00645 -0.0549
ENO1-AS1 -0.4209
LOC100505978 -0.3932
LOC100505989 -0.3831
PPP5D1 0.0658
LOC100506013 -0.3831
LOC100506023 -0.2546
LOC100506025 0.6456
PTOV1-AS1 0.0658
LOC100506035 -0.3711
GAS5-AS1 -0.2546
LRRC72 0.6456
LOC100506050 0.0632
LOC100506054 0.0711
LOC100506060 -0.0896
DACT3-AS1 0.0658
LOC100506071 -0.0549
LOC100506082 -0.2105
LOC100506083 -0.0896
ARL17B 0.0818
LOC100506085 -0.3831
LOC100506100 0.4607
LOC100506122 -0.3831
LOC100506124 0.178
LOC100506134 0.178
LOC100506136 0.5733
ZMYM6NB 0.0605
LOC100506172 -0.0896
LOC100506178 0.6456
LOC100506190 0.4607
LOC100506195 0.1658
LOC100506207 -0.4
MIR210HG -0.1455
GCFC1-AS1 0.0929
LOC100506229 -0.3848
LOC100506233 -0.405
LOC100506241 0.1658
KRBOX1 -0.378
LOC100506274 0.0753
LOC100506305 -0.1712
HOTAIRM1 0.6456
LOC100506314 -0.3905
LOC100506321 0.803
LINC00649 0.0929
LOC100506343 0.1056
LOC100506368 -0.405
LOC100506384 0.4138
LOC100506385 -0.4108
LOC100506388 0.3247
LOC100506393 -0.3905
LOC100506394 0.0745
ELOVL2-AS1 -0.4
LOC100506421 0.1011
LOC100506422 0.4294
CBR3-AS1 -0.4108
LINC00648 0.2392
SPAG5-AS1 0.1526
LOC100506451 -0.3905
SRD5A3-AS1 -0.3885
LOC100506469 0.0496
LOC100506472 0.1642
LOC100506474 0.0753
DSCAM-AS1 -0.4108
LOC100506497 0.6456
SPTY2D1-AS1 -0.1712
LOC100506548 1.0112
PVRL3-AS1 -0.3803
THEGL -0.3885
C16orf95 -0.0714
LOC100506585 -0.3844
LOC100506599 0.4791
DCDC5 1.5191
PXN-AS1 -0.2976
C17orf112 0.0818
LOC100506655 0.3182
OCLN 0.1163
DDX11-AS1 -1.2215
LOC100506668 -0.2976
AA06 0.1526
IQCH-AS1 -0.2463
LOC100506688 0.8441
KDM5B-AS1 -0.2478
LINC00327 0.0909
LOC100506710 0.4051
LOC100506713 0.3252
LOC100506714 0.1642
LOC100506730 -0.3993
LOC100506733 -0.446
SLFN12L 0.1526
CASP12 -0.405
LOC100506746 -0.3711
MIR497HG 0.3252
LINC00629 0.0271
OR7E37P 0.0909
IGSF11-AS1 -0.3965
LOC100506776 -1.887
BZRAP1-AS1 0.0818
HOXD-AS2 0.178
LOC100506795 -0.3169
LOC100506801 -0.3993
LOC100506804 0.1213
LOC100506810 -0.3169
MYLK-AS1 -0.3965
LOC100506834 0.4347
LOC100506835 -0.4511
IQCF4 -0.4081
LOC100506844 0.1271
TTN-AS1 0.178
LOC100506874 -0.2501
LOC100506888 -1.0198
LOC100506895 0.6395
MAGOH2 0.3252
LINC00665 0.0496
LOC100506939 -0.3489
LOC100506963 -0.3993
LOC100506990 -0.3177
LOC100506994 -0.3697
LOC100507003 0.0658
M1 -0.402
LOC100507032 -0.3965
LOC100507034 -0.3871
LINC00617 8e-04
TPBGL -0.405
LOC100507053 -0.3711
LRCOL1 -0.2127
MFI2-AS1 0.6866
PSMD6-AS2 -0.3697
TEX26-AS1 0.0909
LOC100507066 -0.2976
DLG1-AS1 0.6866
LOC100507091 -0.2976
GIMD1 -0.3711
ADAMTS9-AS2 -0.3697
LOC100507117 0.5355
LOC100507118 -0.2501
LOC100507127 -0.421
SPG20OS 0.0909
LOC100507140 0.0894
LOC100507156 0.4381
CT47A12 0.0479
BOLA3-AS1 0.0879
LOC100507173 -0.3987
SLFNL1-AS1 0.112
LOC100507194 -0.4041
LOC100507203 0.1179
LOC100507205 -0.0084
LOC100507206 -0.2976
LOC100507217 -0.2423
RNF157-AS1 0.1086
VWA8-AS1 0.0909
LOC100507244 0.4454
SNHG16 0.1086
LOC100507250 0.1271
LOC100507254 0.1179
MEG9 8e-04
LOC100507266 -0.3948
ZNF865 0.05
TMEM44-AS1 0.6866
LOC100507299 0.4454
LOC100507300 -0.0084
ERVK13-1 0.3364
LOC100507331 -0.402
LOC100507334 0.0822
LOC100507341 -0.386
LOC100507346 0.4347
LOC100507351 0.1086
LOC100507362 -0.3987
LOC100507373 0.0441
LOC100507377 0.1271
LOC100507384 -0.0084
LOC100507387 0.3392
LOC100507389 0.6914
LOC100507391 0.6866
FLI1-AS1 -0.4273
LRP4-AS1 -0.0084
LOC100507410 0.1086
TMEM178B -0.3989
MKNK1-AS1 0.112
LOC100507424 -0.4107
LOC100507433 0.0496
MICA -0.3434
LOC100507443 0.0894
LOC100507462 0.1179
LOC100507463 -0.3906
ATPBD4-AS1 -0.1842
GRID1-AS1 -0.402
LOC100507472 -0.2423
IDH1-AS1 0.0894
LOC100507489 0.1179
SDCBP2-AS1 0.4496
LOC100507500 0.6378
LOC100507501 0.3364
ARHGEF26-AS1 0.6914
THEG5 0.0441
LOC100507537 0.6914
LOC100507547 -0.3434
LOC100507557 0.1179
LOC100507564 0.112
RAB11B-AS1 0.0441
LOC100507577 -0.1034
LOC100507582 -0.1088
LOC100507584 -0.3914
TGFBR3L 0.0441
NAGPA-AS1 0.3364
LOC100507600 0.0921
LOC100507605 -0.4126
LINC00658 0.4424
LOC100507632 0.2758
LOC100507634 0.112
LOC100507651 0.2758
MARK2P9 -0.402
MUC22 0.3791
LOC100508120 -0.4041
CPB2-AS1 0.0909
SMC4 0.6914
GJC1 0.0818
LY75-CD302 0.178
ARPC4-TTLL3 -0.1088
MSANTD3-TMEFF1 0.4347
RBM14-RBM4 0.5219
APITD1-CORT -0.4209
ATP5J2-PTCD1 0.5733
ABHD14A-ACY1 -0.4081
CCDC169-SOHLH2 0.0909
RNF103-CHMP3 -2.5094
TMPRSS4-AS1 -0.4273
TMEM110-MUSTN1 -0.4081
SPINLW1-WFDC6 0.3842
C15orf38-AP3S2 -0.2501
NT5C1B-RDH14 0.0753
CAHM 0.1179
INMT-FAM188B 0.5951
SLX1A-SULT1A3 0.3182
SLX1B-SULT1A4 0.3182
PHOSPHO2-KLHL23 0.178
SEPT5-GP1BB 1.0897
FPGT-TNNI3K 0.0967
BLOC1S5-TXNDC5 -0.4
EEF1E1-MUTED -0.4
RPL17-C18ORF32 -1.0198
TGIF2-C20ORF24 0.3842
GIMAP1-GIMAP5 -0.4107
GJA9-MYCBP 0.0605
HEATR8-TTC4 0.112
PMF1-BGLAP 0.0848
LOC100527964 -0.2546
TMEM56-RWDD3 0.1248
C10orf32-AS3MT 0.0934
TMX2-CTNND1 0.0739
SAA2-SAA4 -0.1712
ARL2-SNX15 0.5219
HSPB2-C11orf52 -0.4273
ST20-MTHFS -0.2463
BLOC1S1-RDH5 0.1271
POC1B-GALNT4 -0.3863
FKBP1A-SDCBP2 0.4496
KLRC4-KLRK1 -0.393
ARMCX5-GPRASP2 0.0416
NEDD8-MDP1 -0.0549
BCL2L2-PABPN1 -0.0549
SERF2-C15ORF63 -0.2471
RPL36A-HNRNPH2 0.0416
CORO7-PAM16 0.3364
TEN1-CDK3 0.1086
RAD51L3-RFFL 0.1526
RNASEK-C17ORF49 0.3252
C17orf61-PLSCR3 0.3252
ZNF559-ZNF177 0.0441
RPS10-NUDT3 -0.3834
ZNF816-ZNF321P 0.0122
HSPE1-MOB4 0.0894
CKLF-CMTM1 -0.0896
SYNJ2BP-COX16 0.9696
CHURC1-FNTB 0.803
MIA-RAB4B 0.0496
RAB4B-EGLN2 0.0496
ZNF625-ZNF20 0.0441
AP1M2 0.0441
NPHP3-ACAD11 -0.3965
NDUFC2-KCTD14 -0.405
COMMD3-BMI1 -0.4126
MSH5-SAPCD1 -0.3434
INO80B-WBP1 0.0879
C1orf151-NBL1 -0.3993
ATP6V1G2-DDX39B -0.3434
PIR-FIGF 0.0673
PPT2-EGFL8 -0.3434
C8orf44-SGK3 0.7463
ZHX1-C8ORF76 0.5355
RTEL1-TNFRSF6B 0.4138
ZNF670-ZNF695 -0.4243
UBE2F-SCLY 0.0849
FXYD6-FXYD2 -0.4273
SEC24B-AS1 -0.3711
ZNF664-FAM101A -0.2976
ARHGAP19-SLIT1 0.0934
FAM24B-CUZD1 0.0934
PRH1-PRR4 0.4663
BIVM-ERCC5 0.0745
DYX1C1-CCPG1 -0.2525
FAM18B2-CDRT4 0.3252
RBAK-LOC389458 0.6456
SENP3-EIF4A1 0.3252
P2RX5-TAX1BP3 0.3247
SLMO2-ATP5E 0.4138
APOC4-APOC2 0.0658
MAGEA10-MAGEA5 0.0555
TNFAIP8L2-SCNM1 0.0932
HOXA10-HOXA9 0.6456
URGCP-MRPS24 0.6395
STX16-NPEPL1 0.4138
HNRNPUL2-BSCL2 0.0739
ISY1-RAB43 -0.3965
TM4SF19-TCTEX1D2 0.6866
C1QTNF3-AMACR 1.0112
UBA2 0.0441
SAE1 0.0658
LINC00159 0.0929
FARSB 0.1074
ABCC5 0.6673
ABCB6 0.0894
DNM1L -1.2215
CDH8 -0.0896
ABCC9 -0.3905
ABCF2 -0.4164
MIR4464 0.1179
MIR2681 0.0745
MIR4793 -0.4081
MIR4680 0.0934
MIR4668 0.4347
MIR4469 0.4516
MIR4648 0.6456
MIR4653 0.5733
MIR4486 -0.1712
MIR4697 -0.4273
MIR4695 -0.3993
MIR4523 0.1526
MIR4647 -0.3909
MIR4731 0.3252
MIR4686 -0.1455
MIR4679-1 -0.402
MIR4526 0.2739
MIR3689D1 0.4607
MIR4728 0.0926
MIR4699 -0.3354
MIR499B 0.3842
MIR4787 -0.4081
MIR4741 0.6873
MIR4458 0.9142
MIR4763 0.1642
MIR548AN 0.0416
MIR4534 0.1658
MIR4769 -0.7777
MIR4760 -0.4108
MIR4720 -0.0599
MIR4480 -0.421
MIR4804 0.1163
MIR4726 0.0926
MIR4466 0.1179
MIR4536-1 -0.7532
MIR4772 0.1011
MIR4505 0.9372
MIR4779 0.0879
MIR4655 0.6456
MIR4795 -0.3755
MIR4483 0.0934
MIR4530 0.0496
MIR4420 -0.4153
MIR4796 -0.3803
MIR4722 -0.0714
MIR4754 0.05
MIR378D2 -0.2702
MIR4739 0.1086
MIR4752 0.0122
MIR4719 -0.0896
MIR3545 8e-04
MIR4643 0.1179
MIR4633 0.1066
MIR4708 0.803
MIR4641 -0.3909
MIR4498 -0.2976
MIR4465 0.1179
MIR4514 -0.2463
MIR4500 0.0745
MIR4513 -0.2463
MIR371B 0.0122
MIR4490 -0.405
MIR4783 0.0822
MIR548O2 0.3842
MIR4679-2 -0.402
MIR4453 -0.4121
MIR4718 0.3433
MIR378D1 -0.3871
MIR4634 0.3392
MIR4734 0.0926
MIR4729 0.0803
MIR4652 0.5733
MIR4439 0.0496
MIR4782 0.0822
MIR4461 0.1066
MIR4737 0.0803
MIR4709 0.9372
MIR3689F 0.4607
MIR4437 0.178
MIR4667 0.4294
MIR548AL -0.405
MIR4797 0.6866
MIR4765 0.0753
MIR4736 0.0818
MIR4753 -0.3169
MIR4756 0.4138
MIR4468 -0.3989
MIR4473 -0.4251
MIR4646 -0.3434
MIR4519 0.3182
MIR4454 -0.3871
MIR4457 0.9142
MIR4669 0.4607
MIR4640 0.3791
MIR3529 -0.2501
MIR4705 0.0745
MIR4717 0.3364
MIR4673 0.4791
MIR4759 0.0805
MIR3976 0.2739
MIR4661 -0.2702
MIR4799 -0.3832
MIR4724 0.1526
MIR4768 0.0673
MIR3960 0.4607
MIR548AJ2 0.0673
MIR4762 0.1642
MIR4721 0.3182
MIR3975 -1.0198
MIR4516 0.3364
MIR4663 0.5355
MIR4701 0.1271
MIR4485 -0.1712
MIR4733 0.1526
MIR4776-1 0.0894
MIR4472-1 0.5355
MIR4639 -0.4
MIR4651 0.0303
MIR4637 1.0217
MIR4422 0.112
MIR451B 0.1526
MIR4802 -0.3885
MIR4508 -0.255
MIR4522 0.1526
MIR4540 0.4294
MIR3974 -0.3905
MIR4503 -0.0549
MIR4788 -0.3965
MIR4738 0.1086
MIR4766 0.1642
MIR4489 0.5219
MIR4645 -0.4041
MIR4676 -0.402
MIR4665 0.4056
MIR4475 0.4294
MIR4529 -1.0198
MIR4791 -0.1088
MIR4690 0.5219
MIR4510 -0.1842
MIR4740 0.1086
MIR4764 0.1658
MIR4678 -0.402
MIR3977 0.103
MIR4450 -0.3711
MIR4710 8e-04
MIR4674 0.4791
MIR3688-2 -0.3831
MIR4499 0.1041
MIR4757 0.0753
MIR4666A -0.2478
MIR4472-2 -0.2976
MIR3973 1.5191
MIR4478 0.4607
MIR4749 0.0658
MIR4750 0.0658
MIR4781 0.112
MIR4524A 0.0803
MIR4777 0.0849
MIR4664 0.5355
MIR4493 -0.4273
MIR4682 0.0934
MIR4482-1 0.0934
MIR1245B 0.1544
MIR4460 0.1066
MIR4636 0.9142
MIR4484 0.0934
MIR4424 -0.2546
MIR4700 -0.2976
MIR4491 -0.4273
MIR4716 -0.2471
MIR3689C 0.4607
MIR4790 -0.1088
MIR2964A 0.4607
MIR4747 0.0441
MIR4794 0.112
MIR548AE2 0.129
MIR4758 0.4138
MIR4638 0.3392
MIR4677 -0.4243
MIR3689D2 0.4607
MIR4426 0.112
MIR4649 0.6395
MIR548AI -0.4447
MIR4659A 0.3356
MIR4451 -0.3711
MIR4660 0.4071
MIR4670 0.4347
MIR4642 -0.3909
MIR4532 0.4138
MIR550A3 0.5951
MIR4531 0.0658
MIR4774 0.178
MIR3591 -1.0198
MIR4800 -0.3948
MIR4730 0.1086
MIR2467 0.0849
MIR4775 0.0894
MIR4533 0.4138
MIR4735 -0.2546
MIR4785 0.178
MIR4743 -1.0198
MIR4467 0.5733
MIR4688 -0.0084
MIR4713 -0.2471
MIR4746 0.0441
MIR4659B 0.3356
MIR4770 0.0111
MIR4492 -0.4273
MIR4803 0.1163
MIR4784 0.0822
MIR4511 -0.2463
MIR4671 -0.3169
MIR4456 0.9415
MIR4675 -0.421
MIR548AC -0.3993
MIR4732 0.1526
MIR4654 -0.2624
MIR3064 0.0803
MIR4723 0.1526
MIR4427 -0.3169
MIR4684 -0.3993
MIR4773-1 0.178
MIR4657 0.6395
MIR4789 0.6673
MIR4712 -0.2471
MIR4440 0.0849
MIR4681 0.0934
MIR4436A 0.0875
MIR3198-2 0.1271
MIR4520A 0.3252
MIR4696 -0.405
MIR4691 0.5219
MIR4515 -0.2501
MIR4518 0.3182
MIR4521 0.3252
MIR4443 -0.4081
MIR5047 0.0803
MIR4711 0.112
MIR4692 -0.4318
MIR4462 -0.3909
MIR4761 0.7457
MIR4535 0.1642
MIR4727 0.0926
MIR4786 0.0849
MIR4773-2 0.178
MIR4434 0.0879
MIR4744 -1.0198
MIR4689 -0.4209
MIR4703 0.0909
MIR4707 -0.0549
MIR4748 0.0441
MIR4694 -0.1712
MIR4672 0.4607
MIR4644 0.1179
MIR4714 -0.2423
MIR4755 0.3842
MIR4801 -0.3885
MIR4449 -0.3885
MIR1343 1.5191
MIR4632 -0.4209
MIR4658 0.5733
MIR4474 -0.4251
MIR4780 0.0875
MIR4792 -0.378
MIR4725 0.1526
MIR4471 0.4948
MIR2682 0.1248
MIR4687 -0.2105
MIR4497 -0.3932
MIR4476 0.4294
MIR4693 -0.405
MIR5095 0.112
MIR4745 0.5126
MIR3689E 0.4607
MIR4778 0.0879
MIR4656 0.6456
MIR4520B 0.3252
MIR4767 0.0111
MIR4742 -0.2478
MIR4429 0.0753
MIR4488 0.0739
MIR4798 -0.3871
MIR4776-2 0.0894
MIR4432 0.0879
MIR4715 -0.2709
MIR548AD 0.085
MIR4446 -0.3803
MIR4442 -0.378
MIR4635 0.8441
MIR4479 0.4791
MIR4423 0.1255
MIR4685 0.0934
MIR4751 0.0658
MIR4470 0.2758
MIR4698 0.1271
MIR4517 0.3182
MIR4417 -0.4209
MIR4706 0.803
MIR3978 0.0886
MIR378F -0.3993
MIR4441 0.0849
MIR2392 8e-04
MIR378E 0.3392
MIR4683 0.465
LOC100616530 -0.2702
TPTE2P5 0.0909
NR1H3 -0.0084
DIO2-AS1 0.9372
DNM3OS -0.2546
MIR3155B -0.3871
COX17 -0.3965
LOC100630918 0.0879
LOC100630923 0.5733
LOC100631378 0.0496
FAM47E-STBD1 -0.3711
LINC00659 0.4138
LOC100652739 0.1179
PRICKLE2-AS1 -0.3697
LOC100652768 -0.4273
LOC100652770 0.0525
SNX29P1 0.3182
LOC100652791 0.3356
CACNA1C-AS1 -0.4107
HP07349 0.103
TMCO5B -0.1842
ALOX15P1 0.3252
LOC100652909 0.0441
LOC100652999 0.1271
LOC100653515 0.1086
SCAMP2 -0.2463
SCAMP3 0.0848
IL18BP -0.4318
RWDD2B 0.0805
CDH9 1.0112
MUC12 0.5733
DPP3 0.5219
SNUPN -0.2463
HUWE1 -0.7223
PCAT1 0.5355
HIF1A-AS2 0.803
RCAN3AS -0.3993
HTT-AS1 -0.3948
PTPRU -0.4153
TSPAN32 -0.1455
KLHL7-AS1 0.6456
LUST -0.4081
TSSC4 -0.1455
ATP9A 0.3842
CDH10 1.0112
PDCD7 -0.2525
GPC6 0.0745
MYZAP -0.2525
USH1C -0.1712
PQBP1 -0.772
MIR5197 0.1066
MIR5009 -0.2709
MIR5000 0.0879
MIR5007 0.0909
MIR5583-2 -1.0198
MIR5689 -0.4
MIR5579 -0.405
MIR5680 0.4948
MIR5011 -1.0198
MIR5693 0.0909
MIR5188 -0.2976
MIR5696 0.1011
MIR4524B 0.0803
MIR1295B -0.2546
MIR5581 0.0605
MIR5004 -0.3914
MIR5100 -0.4511
MIR5691 -0.1712
MIR5692C2 0.5733
MIR5687 0.129
MIR5582 -0.0084
MIR5002 -0.3965
MIR5093 -0.0714
MIR5091 -0.3783
MIR5698 0.1248
MIR5583-1 -1.0198
MIR5006 0.0909
MIR5705 -0.3711
MIR5587 0.3364
MIR5003 0.103
MIR5700 -0.3863
MIR5707 -0.3844
MIR5186 0.6914
MIR5001 0.0849
MIR5092 -0.3965
MIR5704 -0.3965
MIR3680-2 -0.0896
MIR5087 0.1056
MIR548AU 0.4454
MIR5010 0.0818
MIR5690 -0.3834
MIR4999 0.0441
MIR5191 -0.2478
MIR5194 0.5355
MIR644B 0.0555
MIR5702 0.0849
MIR5708 -0.2702
MIR5189 -0.0714
MIR5681A -0.2702
MIR5094 -0.2501
MIR548AX 0.0673
MIR5692A1 0.5733
MIR5089 0.0818
MIR548AO -0.2702
MIR5196 0.0441
MIR5008 -0.2478
MIR5090 0.5733
MIR5088 0.0658
MIR5685 -0.3909
MIR5580 0.803
MIR5688 -0.3755
MIR548AQ 0.6914
MIR5193 -0.4081
MIR5190 0.2739
MIR5703 0.0849
MIR548AV -1.0198
MIR548AP -0.2501
MIR5699 -0.3871
MIR5192 0.0879
MIR5586 -0.0549
MIR5584 0.112
MIR5187 0.0848
MIR5681B -0.2702
MIR548AS 0.0745
EDIL3 0.103
EGFLAM-AS4 1.0112
NEGR1-IT1 0.112
ZRANB2-AS2 0.112
LINC00536 0.5355
LOC100859930 0.3392
HHLA1 0.5355
LOC100861402 0.178
FSBP -0.2702
NARR 0.1526
LINC00538 -0.2478
LRRC3-AS1 -0.3747
POU6F2-AS1 0.6395
LINC00489 0.3842
CYP3A7-CYP3AP1 0.5733
LINC00558 0.0909
LINC00563 0.0909
LINC00565 0.0745
ALDH1L1-AS2 -0.3965
LOC100862671 0.3182
NAALADL2-AS3 0.6673
LINC00507 -0.2976
DIP2A-IT1 -0.3747
LINC00441 0.0909
UPK1A-AS1 0.0496
COL4A3BP 0.103
LOC100873065 0.0673
RNU6-33 -0.3832
RNU6-34 -0.3832
RNU6-35 -0.3885
RNU6-16 -0.1067
RNU6-52 0.1041
RNU6-53 0.0745
RNU6-64 0.0909
RNU6-66 0.0909
RNU6-67 0.092
RNU6-69 0.0745
RNU6-71 0.0909
RNU6-76 0.0909
RNU6-78 0.0909
ZFX-AS1 0.0673
DPYD-AS1 0.1248
MTOR-AS1 -0.4209
LNX1-AS1 -0.3885
OPA1-AS1 0.6866
PHEX-AS1 0.0673
HLTF-AS1 0.6914
VAV3-AS1 0.12
NREP-AS1 0.103
SNRK-AS1 -0.378
LNX1-AS2 -0.3885
LINC00278 -2.6641
MED4-AS1 0.0909
GPC5-AS1 0.0745
GPC6-AS2 0.0745
CNTN4-AS2 -0.1088
ABCC5-AS1 0.6673
MAGI1-AS1 -0.9764
GRM5-AS1 -0.405
KCNQ5-AS1 0.1213
NAV2-AS5 -0.1712
SYNPR-AS1 -0.3697
EPN2-AS1 0.1526
MAGI2-AS2 0.0303
TPRG1-AS2 0.6945
SGOL1-AS1 -0.1088
WDR52-AS1 -0.3803
PRRT3-AS1 -0.1088
CADM2-AS2 -0.3755
MACC1-AS1 0.6456
HM13-AS1 0.3842
LINC00499 -0.3832
LZTS1-AS1 0.4381
LINC00534 -0.2702
JRKL-AS1 -0.405
LINC00568 0.0932
LINC00570 0.0753
NLGN4Y-AS1 -3.1075
COX10-AS1 0.3252
LINC00297 0.0909
PCDH9-AS2 0.0745
DLEU7-AS1 0.0909
KCNAB1-AS2 0.6914
KCNAB1-AS1 0.6914
PCDH9-AS3 0.0745
SLC6A1-AS1 -0.1088
BRWD1-AS1 -0.4108
ADIPOQ-AS1 0.6945
HS6ST2-AS1 0.0271
MTUS2-AS1 0.0909
CCDC13-AS1 -0.378
ZNRF3-AS1 0.1658
LINC00331 0.0745
LINC00332 0.0909
LINC00333 0.0745
LINC00351 0.0745
LINC00353 0.0745
LINC00366 0.0909
LINC00379 0.0745
LINC00381 0.0745
LINC00398 0.0909
LINC00423 0.0909
LINC00433 0.0745
LINC00439 0.0745
LINC00443 0.0745
LINC00446 0.0745
LINC00457 0.0909
LINC00424 0.092
LINC00502 -0.402
FRMD6-AS2 0.2392
LINC00559 0.0745
LINC00571 0.0909
SAMSN1-AS1 0.0805
CLDN10-AS1 0.0745
DIAPH3-AS1 0.0745
DIAPH3-AS2 0.0745
EFCAB6-AS1 0.1642
SHANK2-AS1 1.7669
ARHGEF3-AS1 -0.4077
COL4A2-AS1 0.0745
ALDH1L1-AS1 -0.3965
OSBPL10-AS1 -0.378
ST3GAL6-AS1 -0.3803
NDFIP2-AS1 0.0745
MYCBP2-AS1 0.0745
POU4F1-AS1 0.0745
SPATA13-AS1 0.0909
CACNA1C-AS4 -0.4107
COL18A1-AS2 -0.3747
CACNA2D3-AS1 -0.4077
ARHGAP26-AS1 0.1066
STARD13-AS2 0.0909
PRICKLE2-AS2 -0.3697
PRICKLE2-AS3 -0.3697
DENND5B-AS1 -1.2215
KIRREL3-AS2 -0.4273
PDZK1IP1-AS1 0.112
RNASEH2B-AS1 0.0909
TMEM106A-AS1 0.0818
AOAH-IT1 0.5951
EMCN-IT3 -0.3711
MLIP-IT1 -0.3909
NRG1-IT3 -0.386
SYNJ2-IT1 0.1179
EPN2-IT1 0.1526
SIK3-IT1 -0.4273
HOXA-AS4 0.6456
DSCAM-IT1 -0.4108
KCNMB2-IT1 0.6673
RNF216-IT1 0.6456
RPS6KA2-IT1 0.1179
PPP2R2B-IT1 0.1066
HOXC-AS5 0.1271
CACNA1C-IT3 -0.4107
ARHGEF38-IT1 -0.3711
SMIM2-IT1 0.0909
ANKRD20A12P 0.1056
BANCR 0.4454
UGDH-AS1 -0.3885
PCCA-AS1 0.0745
NALCN-AS1 0.0745
LINC-ROR -1.0198
VWC2L-IT1 0.0894
LINC00348 0.0745
MYO16-AS1 0.0745
LARS2-AS1 -0.378
SLC9A9-AS1 0.6914
LINC00210 -0.2478
PTGES3L 0.0818
PTGES3L-AARSD1 0.0818
RNA5SP244 -0.3989
PTCSC3 -0.0549
RNA5SP411 -0.343
RNU6-48 -0.4209
MRPS31P3 0.0909
LINC00359 0.0745
LINC00651 0.3842
KCNK7 0.5219
CDH11 -0.0896
UST 0.1179
APOBEC3A_B -0.339
ARPC5 -0.2546
ARPC4 -0.1088
ARPC3 -0.0582
ARPC1B 0.5733
ACTR3 0.0822
ACTR2 0.0879
TSPAN5 -0.3711
TSPAN3 -0.2463
C7orf55-LUC7L2 -0.3989
PYURF -0.3711
ADAM8 0.0934
CDH12 1.0112
TSPAN2 0.1056
NUBP2 0.3364
TSFM 0.1271
TSPAN1 0.112
PPIF -0.402
CTDSP2 0.1271
TRIM10 0.3791
ARPC2 0.0894
SGK2 0.3842
RAD50 0.1066
KIF20A 0.1066
PREB 0.0753
HIPK3 1.5191
FEM1B -0.2463
ENAM -0.3711
CDH13 -3.8878
ACTR1B 0.1011
ACTR1A 0.0934
ARL4C 0.0849
ARL4A 0.6456
RASGRP1 -0.23
DNAL4 0.1658
ZNF263 0.3364
LRPPRC 0.085
FRY 0.0909
CDH15 -0.0714
PDIA6 0.0753
TRAP1 0.3364
OPTN -0.421
BCAP31 0.0555
NAMPT 0.5733
CELA3A -0.3993
RBM12 0.3842
YAF2 0.1271
ARFRP1 0.4138
CDH16 -0.0896
TOB1 0.0818
C4orf6 -0.3871
AKAP9 0.5733
CLEC3A -0.0896
FAM13A -0.3711
G3BP1 0.2747
SUGP2 0.0441
EBI3 0.0441
GPR64 0.0673
CDH17 -0.2702
MBNL2 0.0745
HNRNPA3P1 -0.4511
ABI2 0.0894
CEBPZ 0.0987
PLXNC1 -0.3863
TRIM28 0.05
RASA4 0.5733
AASS -0.3598
PDZK1IP1 0.112
ATP6AP2 -0.7777
CDH18 1.0217
FARP1 0.0745
LPAR6 0.0909
LPCAT3 -0.4107
WASF2 -0.4153
